video_id,playlist,title,transcribed,length,caption_id
E-aoo7Gl2FQ,52_weeks,How to set up a reef tank  | 52 Weeks of Reefing,False,0:01:28,AUieDaanATJE3B_sY3g0XdT4d529fpUTwWeQoRNi8_RNyMNXxrc
fKEXNIhomGs,52_weeks,Week 1: Our Best Reef Tank Build Yet | 52 Weeks of Reefing,False,0:02:51,AUieDaZUPwzNfRgZ8pkyQVjAyPoKqobPj2n8FaNwOUqe
OxZ_hJjXwj8,52_weeks,Week 2: Unveiling the tank and custom built stand | 52 Weeks of Reefing,False,0:17:38,AUieDaaGEEmWfrg14IXf7M_i6ZmxAgaPbdif7ba6YD67
z6foHVHg1Rw,52_weeks,"Week 3: Sumps - What do they do, and which should you select? | 52 Weeks of Reefing",False,0:15:11,AUieDaaJ5tS6S0lWQ3n0iLGnQupq2Vc6geBy_kXYiyl5
tppr8V13h5U,52_weeks,Week 4: Planning a Safer Tank with Redundancy | 52 Weeks of Reefing,False,0:17:34,AUieDabkVqpY2TKn0EG-plpyrFZjHJVCdSiOFCDIE2mY
q1tAnhIGpgA,52_weeks,"Week 5: Plumbing, Overflows, and Return Pumps | 52 Weeks of Reefing",False,0:19:02,AUieDabKpBko1hu1AwBcvEfjCvJJbbgDqif98oBvI61f2QLCQMU
1rER7e7zTxU,52_weeks,"Week 6: Wiring Your Reef Tank, Everything You Forgot to Think About. | 52 Weeks of Reefing",False,0:09:31,AUieDaYleDoSmw_Pj_Uga3E6GU56wMcU93wtei59boXGdX-oTDk
SMq-vk1mnZw,52_weeks,Week 7: How to Produce the Best Water Possible. | 52 Weeks of Reefing,False,0:19:06,AUieDaas5UnHEaum_T4A0EAOKGj8afPQUHL_RKz0RMFd
8vrSO8WLs_M,52_weeks,Week 8: Tank Temperature. Finding a Way to Trust Your Heater. | 52 Weeks of Reefing,False,0:14:53,AUieDabmlIYchPOYyPPocrtLsU54xg2kzH-cPfXyJ-Sh-rkpMW4
K1Oc1LYgVbo,52_weeks,Week 9: Why Flow Is Vital for a Successful Reef Tank. | 52 Weeks of Reefing,False,0:20:23,AUieDabBgd4pbA54hPsDLHsvBmOnJyvmP9TYdLCrHXcv
weuOniZN2Jo,52_weeks,Week 10: What You May Not Have Known About Live Rock. | 52 Weeks of Reefing,False,0:18:44,AUieDabndCj22RsC9KW961FqumOhZ7M03aPlXqOJ_12d
S4eTdqBZnlw,52_weeks,Week 11: Simple Ways to Create the Perfect Aquascape. | 52 Weeks of Reefing,False,0:10:39,AUieDaZay4uABOt2eZGKMTpySHkcn-5Y9YsxYuKi19VX
6vsm71SSw20,52_weeks,Week 12: Proof: Live Sand Isn’t as Dull as You Thought! | 52 Weeks of Reefing,False,0:09:42,AUieDabtNOkzOVT7Do2UB1smV1P2SKWxdnmOZE-rHGIXcAZ-zZk
m5QUjCbYBTM,52_weeks,"Week 13: Ammonia, Not as Simple as You Think: The Ideal Tank Cycle.| 52 Weeks of Reefing",False,0:14:48,AUieDaZ2kcyje0rPXBaoDlVTPAGo0Hz3JqDTkceLRure
-GncTmZqOIU,52_weeks,"Week 14: Are UV Sterilizers Worth the Time, Money and Effort? | 52 Weeks of Reefing",False,0:15:57,AUieDaYMfPVYfF-D3JTG0ttumIODhIW4FkuQoycbNyli
ZWHSTlJ05ek,52_weeks,Week 15: Adding Saltwater Fish Intelligently and Safely. | 52 Weeks of Reefing,False,0:14:01,AUieDaajY_QQouL4ZCEun6pSo4HjqjQu7neKyjzX-WXSnqeM0WY
8rVV7GLNees,52_weeks,"Week 16: ATO: Reducing Daily Maintenance, Safely! | 52 Weeks of Reefing",False,0:10:55,AUieDaZbMcpd2Flo6kzXuYO9YRWpJoP7DCfVNT8XIwdoIqrF3EA
myg8rz0Bzzc,52_weeks,Week 17: Protein Skimmers - Selecting and Tuning the Best! | 52 Weeks of Reefing,False,0:18:18,AUieDaa4a68g6yMhXYyrUZ5BPMDPKTF1sxxJmXX5-hr-iT8Fwks
CR0FaKu35q0,52_weeks,Week 18: Aquarium Lighting: Replicating the Sun Over the World’s Reefs | 52 Weeks of Reefing,False,0:10:32,AUieDaa1b0lIDNVsg6-fbZJIOuXsq3wUVShWtY4b54LyqejHWfI
C61DTnWKGjc,52_weeks,Week 19: Compelling Data for Using T5 Lighting on Your Reef Tank. | 52 Weeks of Reefing,False,0:28:34,AUieDaYnPziDb_xxTGcVzR_lTBhlSxd_UQpOi60CSlRo
HKnZq0-0ghY,52_weeks,Week 20: Metal Halide Lighting and the Reef Tank: A Recipe for Success. | 52 Weeks of Reefing,False,0:25:32,AUieDaYIdyMxGvqgcC6awiV2pDCHuee8CBucyEDfMowpQzoqpMk
V7XLgLiA0PM,52_weeks,"Week 21: LED Reef Lighting: Tuning PAR, Spread, and Spectrum. | 52 Weeks of Reefing",False,0:35:48,AUieDaZyiFj0xF9UM72F0IHxraFkqZ5eFCS2oodG-zpJdtlyIoQ
GTuj5MJCgpc,52_weeks,Week 22: Reef Tank Lighting: What’s on Our Tanks? The T5 LED Hybrid! | 52 Weeks of Reefing,False,0:13:13,AUieDab3O1O31NxqP4OD27E_KhWdOjt5oBaWxJQcjSkyzTUQq7o
UjXHq6oie6s,52_weeks,"Week 23: Clean-up Crew, How Many Do I Need? | 52 Weeks of Reefing",False,0:16:07,AUieDabsjpkF2048gYAn3EwovgUJDv5EO8H_XUzA3pld
UbLF1zgw8oQ,52_weeks,"Week 24: Carbon, GFO & Filter Media for a Clean, Stable Reef Tank. | 52 Weeks of Reefing",False,0:20:29,AUieDaY5EOvHYAguxhTaRuN3rJFLSdgOXrOY7uznXXAnjR3zsL4
O0jk2yaT-hc,52_weeks,Week 25: Going Beyond Filter Socks: The Theiling Rollermat. | 52 Weeks of Reefing,False,0:12:09,AUieDaYaz_y19pnC9-Ccb0QV89SDYEeG7IDeUrq-SN5b04ziblA
KnXHVEJSQsU,52_weeks,Week 26: How to Leverage Bacteria for a Cleaner Reef Tank. | 52 Weeks of Reefing,False,0:22:14,AUieDaYQmUmUg5On_Zin8TQJj7EIJeCA5IU2vYXr-jO6xlliocc
S5vONjvJzTQ,52_weeks,Week 27: Refugiums - Utilizing Algae for a Thriving Reef Tank. | 52 Weeks of Reefing,False,0:11:34,AUieDaZQNhMn_s7X-FfaFujDZcxMCGKADYFxH9mgQzDsSNJTZpU
-gKMRHtNCNE,52_weeks,Week 28: Ozone and Reef Tanks: Crystal Clear Tanks but at a Cost! | 52 Weeks of Reefing,False,0:20:52,AUieDaZKqctoHlHESCV3OtDm8SgOLpdbbhjRFuqTVoZo81lUEVM
Keu12vKZNXM,52_weeks,Week 29: Calcium & Alkalinity: The Science Behind a Healthy Reef. | 52 Weeks of Reefing,False,0:12:48,AUieDabIKAqCqur92gUVdbUi0XNRyu0wT7T8QWivqs9hWOXvdzs
Lu_To5UZ2c0,52_weeks,"Week 30: Kalkwasser: All-in-one Calcium, Alkalinity & pH supplement | 52 Weeks of Reefing",False,0:18:50,AUieDabmTnRtcV1GMUtPoDlILPrF-F1VhLlMPv9LlGPZT05C82E
VVdvc6mzieA,52_weeks,Week 31: Simple 2 part calcium & alkalinity dosing | 52 Weeks of Reefing,False,0:21:48,AUieDabH2rJg7ncy6uFI9wKjFAyA2PeII3qe1cobKwaIdE4-kwA
9LNqju_whb0,52_weeks,Week 32: Calcium reactor on the BRS160? You decide! | 52 Weeks of Reefing,False,0:23:14,AUieDaaCXAue321dv2ppBj9zsFPQ4JonMBNtzKPg5FjC5rvmWzI
eGJaPocRErc,52_weeks,Week 33: Trace Elements: Is supplementation right for your tank? | 52 Weeks of Reefing,False,0:13:47,AUieDabrirodyhIyS2jdrN51qzsRW7ILR2pJQmbe2Uh_MQ0OiO8
E6xyaHo91S0,52_weeks,Week 34: BEST reef tank parameters and our favorite test kits | 52 Weeks of Reefing,False,0:27:08,AUieDaY359GSDi64sPs6J5pYFymUrxRcZIm8ov7RBS75H8zA65I
G9nuO8f0eEM,52_weeks,"Week 35: SOFT CORALS! Selection, care, and placement | 52 Weeks of Reefing",False,0:23:36,AUieDabCxEe9GbhP7Jm52014wZCkRGUfOaKU2oi7OFtD
I3mDwB_8v0U,52_weeks,"Week 36: LPS coral selection, care, & placement | 52 Weeks of Reefing",False,0:26:05,AUieDaZDL6tuy2ajcjHJPGlRYXibQgbJtfNIuDAkws8Y
htMPSs3Z6Qc,52_weeks,"Week 37: Small Polyp Stony corals! SPS selection, care, & placement | 52 Weeks of Reefing",False,0:23:17,AUieDaatVJlKb5VOpTQ0x-6LWD3aOdOyzOQt8HI6FXKJnmMc-kI
edJ8Lorgxi8,52_weeks,"Week 38: Mounting corals: epoxy, super glue, and lighting tweaks | 52 Weeks of Reefing",False,0:14:17,AUieDaaIvN85ioJT6VPpMgSiT2G3gknn0ae0aiJbdk0NnmUyaFM
vavu53M436M,52_weeks,Week 39: Feeding corals  -  Do the claims meet expectations? | 52 Weeks of Reefing,False,0:15:16,AUieDaZLKnkhnmDwnvZJji22P3Iz56tscYlTA100jUP0fBh0hmA
tpLAwYp5Z7c,52_weeks,"Week 40: The BRS160 in review: Successes, challenges, and improvements | 52 Weeks of Reefing",False,0:11:39,AUieDaZUge1bhXHuw1ca1wqMjUQR4uAaGmsYEgV3Ol0y
u0mEznH5-BQ,52_weeks,Week 41: Feeding fish - Selecting food for maximum health & longevity | 52 Weeks of Reefing,False,0:13:44,AUieDaajNxj0CmUiFtfgKTXAS1n14Mvc-qkw0GsSAYx_
3giFyMj7CAw,52_weeks,Week 42: Reef Tank Maintenance: 5 minutes a day can transform your tank: 52 Weeks of Reefing #BRS160,False,0:11:43,AUieDabcqd4TBOgQX1HgZzuudCHqL3w4xOi5ugIT6XaAZ9ykJBg
3M9y0QPRqVw,52_weeks,"Week 43: Aquarium Controllers: Protecting your tank, wallet and space | 52 Weeks of Reefing",False,0:13:13,AUieDabDXdXC9_-zI2lUHaZNA11q6yIjyXZrEokn7O2JfUUMz1g
ls0ABH6JV-Y,52_weeks,Week 44: Aquarium Controller How To's - Digital Aquatics Reefkeeper | 52 Weeks of Reefing,False,0:24:42,AUieDabm8jdhbLmYCfqbIbmXTl3YwE_PO1KJI9Ractk9XDCOW7g
ags0loe1uow,52_weeks,Week 46: Aquarium Controller How To's - The Seneye + Tank Update | 52 Weeks of Reefing,False,0:16:43,AUieDaZwFQhTqA7Znc_5DHC-JQc1v2sCJA-oX1C-ugc4Vto5Hqc
LN8oS87VFUY,52_weeks,Week 47: Vertex Cerebra: Programming made easy | 52 Weeks of Reefing,False,0:14:51,AUieDaZMxBbbelgi9zbHu305t48r9DGCDU7FIiZwJGPinBxfpao
9zft6lJraRg,52_weeks,Week 48: Keep algae out of your reef tank FOREVER! | 52 Weeks of Reefing,False,0:35:04,AUieDaauAIQG3EU0fObGPEZa6uQRYJ5L_n4-3LXx_xiA
j2PBf42_ihc,52_weeks,Week 49: How to prevent and treat reef tank pests | 52 Weeks of Reefing,False,0:15:28,AUieDaZuK8Yb8wpswiRe3GwJnmO9UEKNGl2pvoRI3g09q_9ZJdw
VsK-yQChF84,52_weeks,Week 50: BRS160 disaster averted! Fixing catastrophes in the reef tank | 52 Weeks of Reefing,False,0:17:07,AUieDaZrEx-Vf9ytbVrT00et4MtMdHSqjX9TVvOTaYIvPQMAYEo
Jw6ZGdLgQCs,52_weeks,Week 51: What you need to know to cure fish disease & parasites | 52 Weeks of Reefing,False,0:23:57,AUieDaYwx_Jw0sxeIrJ2enRqGW_SFQjXGzP4rqr_9FpGxDt-FI8
lYdQx4dR4VA,52_weeks,"Week 52: Planning a reef tank upgrade, plus a look back at the BRS160 | 52 Weeks of Reefing",False,0:19:28,AUieDaYtMtLdF2eV2Ozdc2whoD3G7BEYYWhB4QN2Zwcx0bBhW6M
ZV9a25GQ7fk,52_weeks,Update 1: The 4 stages of competence and montipora eating nudibranchs | 52 Weeks of Reefing,False,0:11:32,AUieDaajwWvfSE0-Q3SOYCtLIp9YGzwPAIW2TRYBOb_Xvz4u8Ug
t69huBU8xyM,52_weeks,Update 2: The most cost effective way to increase coral growth? | 52 Weeks of Reefing,False,0:09:53,AUieDaaq3-BnX6URWyUySWZpyCOqM6K7FqLM4dmOkafRrewtxL4
19h7uyBfQnw,52_weeks,Update 3: Nearly two years of Zeovit and how it worked for us. | 52 Weeks of Reefing,False,0:09:27,AUieDaaYO7krA2E-LHv1fXKoRMhBHkLXEmuw6TEDPtQnAucdOZg
KoPY_1rA4UU,52_weeks,"Update 5: August 2018 - Successes, issues and auto water changes | 52 Weeks of Reefing",False,0:18:45,AUieDaYWi-B40ZiGBVvMYAl6xRpruOQauDhYgDjdmWwJ_0DLTfw
quJDLPG1no8,52_weeks,What happens next? Will the BRS160 still be BRStv's lab rat? | 52 Weeks of Reefing,False,0:22:15,AUieDaYYjS311Ugu_Ivgihd5A-01405PS1blGxEXx4Tqc2hWya0
ZAFpSuoe7ys,52_weeks,Wins and Secrets of the BRS160.. 52-Weeks to 54-Months!,False,0:53:15,AUieDaZiiNJVsAY16JYwSrsVVJtbcH9qoTaohbwC9MEPUtLLDoI
vs8hzOdxGv0,52_weeks,How Did the BRS160 Survive Our Mistakes?! Lessons Learned from Our Failures. | 52 Weeks of Reefing,False,0:52:46,AUieDabL-Lh8JP1ov7dSKbNMiYeInt2mqSzGBBLldwD45ETxTCY
4zRFshbbH2I,52_weeks,Week 45: Aquarium Controller How To's - The Neptune Apex | 52 Weeks of Reefing,False,0:24:48,AUieDabY75qsLNareaxaBDt6d9-aHqW2LP9a6z9rMa_yDnFhIOM
vtyjZqpVHBM,52_weeks,It’s Coming Down... Will the BRS160 Be Replaced?,False,1:14:16,AUieDaYQYj-C8BQ78grQl9SSgkMONnjCQTY43JNzq5WQcZCpPw0
AvdwsF7TrZM,52_FAQ,Are CO2 Scrubbers REALLY Effective at Managing Reef Tank pH?,False,0:04:34,AUieDabZM7ilzQu8-J8t1TZ3EHafnnPAkhqXxh0OozWlPfpzDIM
fMCnh4lkKrU,52_FAQ,Live Sand & Your Reef Tank...What You NEED to Know!,False,0:05:34,AUieDaacKqoVxPGUE7PklCPDAqP4jLpYPyqx6W1zdtYHehTBvSE
OgPUweiY9Ig,52_FAQ,Is a Sump NECESSARY for a Saltwater Tank?,False,0:02:57,AUieDaYKR9XvSUBNjajgEt3eJ0MX7ldpcSDVWblqyDqvc_ag_TM
wQdjVSP3mKw,52_FAQ,Are Hanna Checkers for Your Reef Tank Worth It?,False,0:04:36,AUieDaZMRzGIyHTkZZmcysDJnat-3V5hzsikefyY-HObO0L-ASU
6ccfiIaJiww,52_FAQ,How it works : Calcium reactors explained the easy way | Reef FAQs,False,0:06:53,AUieDaYTyzP-N-OjG4K-PabypgdJ5Lpwy9_fbtUEluWHhZvZ
gK6s4ccNa4A,52_FAQ,Protein skimmer guide - Explaining what they do and how they work - Reef FAQ,False,0:05:13,AUieDaY7izxHvF5DPRv0gTgxnKOKXRqNXEf701ThBNFJL8h883w
lQrnx7VgVxM,52_FAQ,How much is a calcium reactor vs two part dosing. Is it worth putting on a reef tank? Reef FAQ,False,0:08:31,AUieDaYLpyFpwEajAlduw_fwUZv1ZK639_wMo0V9osKojdv8eDw
BdlRU34wZSI,52_FAQ,Reef tank LED lighting: The best mounting height for your corals | Reef FAQs,False,0:04:43,AUieDaZopQ3mEU4o_dqjfFHpY-PIpux9RSW7SNYiRj1jhGKv
5dYZMoR1cro,52_FAQ,How many LED modules? Selecting and spacing reef tank LED lighting options | Reef FAQs,False,0:08:20,AUieDaauDTVG2yFZpOFHgmd0T7plOXiIn1_kwJlDeoITPb1o
DMW7rc-aFgs,52_FAQ,PUR vs PAR? What is more important when setting up your LED reef tank lighting? | Reef FAQs,False,0:04:30,AUieDabAmAVH9trj49fHSTCEBLcB6Yyz6wF2E12DbWCmWrWb
o7ST61T9yqs,52_FAQ,Reef tank pH: When should I calibrate my pH probe for aquarium pH monitor or controller? | Reef FAQs,False,0:02:45,AUieDaZz7LSWFCefkYgTd9z7dRguNsaGwQ-2OqmCUALOdHlJlrU
RXpMyLuNEiM,52_FAQ,PAR & Reef Tank Lighting Schedules: What's the ideal program for LED aquarium lighting? | Reef FAQs,False,0:06:43,AUieDaZzsfUxhrqNZKZbP0-P2_wB9doFT7d12kXmRFdd0Rda
j7KDnOBT7h8,52_FAQ,Reef tank pH - When should I replace my pH probe on my pH monitor or controller? | Reef FAQs,False,0:02:42,AUieDaavMquaRdfL7lqEL-nEusKzDMk1dGXGSvc3WSYQwKOgXW0
kJhe1C8Dj7k,52_FAQ,Reef tank lighting schedule - What is the ideal spectrum program for your LED lights? | Reef FAQs,False,0:10:57,AUieDaYXPK9A95TZ07ZwaacjAFFvjqQLkUZdVXQiD8CT0XIx
_pD29jGey9Q,52_FAQ,Triton Method cost - Time to add up how much it costs to run a Triton Method reef tank | Reef FAQs,False,0:05:40,AUieDaY7TsfQfBV5oVHopiXtGoAJXjoahYuzMy6HowxwixwU
_x97EAiEuts,52_FAQ,T5 reef lighting - Why T5 continues to be popular with advanced reef tank owners | Reef FAQs,False,0:06:21,AUieDaZjO9jixsc_O-iZdOcsg2juyt05qQdJJPzfODpCWDSd
tvIrhgjgraM,52_FAQ,Triton ICP Test - Top 5 BEST uses for the latest in reef tank testing methods | Reef FAQs,False,0:05:31,AUieDaaH4QbXpUxBe90lCVysQ0qErzK2CXA7z-fsRLjlcGJ2Gi0
5_GM5ZBzvdk,52_FAQ,How to raise pH in a reef tank with a beta recirculating CO2 scrubber | Reef FAQs,False,0:04:52,AUieDaaF-peayyh_E9DznVYo8P6qNB_pAqhm1MIbLHEP14Y7LyY
